,District,Latitude,Longitude
684,Hardoi,27.33740909,80.26411768
685,Hathras,27.57814661,78.18251084
686,Jalaun,26.06795459,79.36686911
687,Jaunpur,25.70141281,82.54315352
688,Jhansi,25.45581535,78.89954581
689,Kannauj,26.99398862,79.6443794
690,Kanpur Dehat,26.43047641,79.98710083
691,Kanpur Nagar,26.4402119,80.26930513
692,Kasganj,27.88384605,78.63489004
693,Kaushambi,25.53587532,81.41811282
694,Kushinagar,26.89253068,83.92261542
695,Lakhimpur Kheri,28.09185401,80.64732466
696,Lalitpur,24.58877161,78.60082331
697,Lucknow,26.83823359,80.89706027
698,Maharajganj,27.17709911,83.46127857
699,Mahoba,25.3452967,79.67863003
700,Mainpuri,27.17386862,79.03501851
701,Mathura,27.59390433,77.62153417
702,Mau,26.01082204,83.50582654
703,Meerut,29.02957626,77.80611006
704,Mirzapur,25.10207959,82.60126629
705,Moradabad,28.85177041,78.73580193
706,Muzaffarnagar,29.47050798,77.64017848
707,Pilibhit,28.52024175,79.90103974
708,Pratapgarh,25.86484273,81.93530049
709,Prayagraj,25.4381302,81.8338005
710,Rae Bareli,26.25390284,81.22260463
711,Rampur,28.83244727,79.10977333
712,Saharanpur,30.03381165,77.59905148
713,Sambhal,28.61875255,78.55087405
714,Sant Kabir Nagar,26.79159652,83.03877643
715,Shahjahanpur,27.99138935,79.83022753
716,Shamli,29.5008816,77.34838259
717,Shrawasti,27.5978,81.9535
718,Siddharthnagar,27.2716,82.821
719,Sitapur,27.50199596,80.85288881
720,Sonbhadra,24.46693269,83.06816325
721,Sultanpur,26.28463864,82.05710457
722,Unnao,26.63163991,80.63677329
723,Varanasi,25.36057089,82.82529667
724,Almora,29.68353213,79.50165064
725,Bageshwar,29.98703393,79.83954354
726,Chamoli,30.58338611,79.56281096
727,Champawat,29.29142394,80.07720212
728,Dehradun,30.3255646,78.0436813
729,Haridwar,29.88605766,77.92980068
730,Nainital,29.2031392,79.4176945
731,Pauri Garhwal,29.97806755,78.77450163
732,Pithoragarh,30.14720632,80.34229231
733,Rudraprayag,30.3009965,79.06287965
734,Tehri Garhwal,30.46370092,78.48783793
735,Udham Singh Nagar,29.02779578,79.45629005
736,Uttarkashi,30.96895855,78.56880615
737,Alipurduar,26.4851573,89.5246926
738,Bankura,23.08128089,87.12640054
739,North 24 Parganas,22.06238845,88.87793961
740,Birbhum,24.06389343,87.65153089
741,Bankura,23.08128089,87.12640054
742,Cooch Behar,26.3223696,89.4592445
743,Dakshin Dinajpur,25.34209436,88.6982168
744,Darjeeling,27.0377554,88.263176
745,South 24 Parganas,21.85442751,88.44536971
746,Purba Bardhaman,23.391717,87.90621212
747,Hooghly,22.9052114,88.3760639
748,Howrah,22.5736296,88.3251045
749,Jalpaiguri,26.62642031,89.04154375
750,Jhargram,22.3770636,87.04867177
751,Kalimpong,27.02787695,88.64606086
752,Kolkata,22.55058148,88.35276481
753,Malda,25.0057449,88.1398483
754,Murshidabad,24.25950655,88.1681686
755,Nadia,23.56410971,88.58293035
756,Purba Medinipur,22.06217445,87.83672383
757,North 24 Parganas,22.06238845,88.87793961
758,Paschim Medinipur,22.3599134,87.41331448
759,Purba Medinipur,22.06217445,87.83672383
760,Purulia,23.032189,89.5911025
761,Birbhum,24.06389343,87.65153089
762,South 24 Parganas,21.85442751,88.44536971
763,Uttar Dinajpur,26.04461917,88.23595232
764,Paschim Bardhaman,23.64260775,87.16448126
